Images,Labels,1,2,3
./1/48.jpg,1,1,0,0
./1/49.jpg,1,1,0,0
./1/5.jpg,1,1,0,0
./1/50.jpg,1,1,0,0
./1/51.jpg,1,1,0,0
./1/52.jpg,1,1,0,0
./1/53.jpg,1,1,0,0
./1/54.jpg,1,1,0,0
./1/55.jpg,1,1,0,0
./1/56.jpg,1,1,0,0
./1/57.jpg,1,1,0,0
./1/58.jpg,1,1,0,0
./1/59.jpg,1,1,0,0
./1/6.jpg,1,1,0,0
./1/60.jpg,1,1,0,0
./1/61.jpg,1,1,0,0
./1/62.jpg,1,1,0,0
./1/63.jpg,1,1,0,0
./1/64.jpg,1,1,0,0
./1/65.jpg,1,1,0,0
./1/66.jpg,1,1,0,0
./1/67.jpg,1,1,0,0
./1/68.jpg,1,1,0,0
./1/69.jpg,1,1,0,0
./1/7.jpg,1,1,0,0
./1/70.jpg,1,1,0,0
./1/71.jpg,1,1,0,0
./1/72.jpg,1,1,0,0
./1/73.jpg,1,1,0,0
./1/74.jpg,1,1,0,0
./1/75.jpg,1,1,0,0
./1/76.jpg,1,1,0,0
./1/77.jpg,1,1,0,0
./1/78.jpg,1,1,0,0
./1/79.jpg,1,1,0,0
./1/8.jpg,1,1,0,0
./1/80.jpg,1,1,0,0
./1/81.jpg,1,1,0,0
./1/82.jpg,1,1,0,0
./1/83.jpg,1,1,0,0
./1/84.jpg,1,1,0,0
./1/85.jpg,1,1,0,0
./1/86.jpg,1,1,0,0
./1/87.jpg,1,1,0,0
./1/88.jpg,1,1,0,0
./1/89.jpg,1,1,0,0
./1/9.jpg,1,1,0,0
./1/90.jpg,1,1,0,0
./1/91.jpg,1,1,0,0
./1/92.jpg,1,1,0,0
./1/93.jpg,1,1,0,0
./1/94.jpg,1,1,0,0
./1/95.jpg,1,1,0,0
./1/96.jpg,1,1,0,0
./1/97.jpg,1,1,0,0
./1/98.jpg,1,1,0,0
./1/99.jpg,1,1,0,0
./2/1.jpg,2,0,1,0
./2/10.jpg,2,0,1,0
./2/100.jpg,2,0,1,0
./2/101.jpg,2,0,1,0
./2/102.jpg,2,0,1,0
./2/103.jpg,2,0,1,0
./2/104.jpg,2,0,1,0
./2/105.jpg,2,0,1,0
./2/106.jpg,2,0,1,0
./2/107.jpg,2,0,1,0
./2/108.jpg,2,0,1,0
./2/109.jpg,2,0,1,0
./2/11.jpg,2,0,1,0
./2/110.jpg,2,0,1,0
./2/111.jpg,2,0,1,0
./2/112.jpg,2,0,1,0
./2/113.jpg,2,0,1,0
./2/114.jpg,2,0,1,0
./2/115.jpg,2,0,1,0
./2/116.jpg,2,0,1,0
./2/117.jpg,2,0,1,0
./2/118.jpg,2,0,1,0
./2/119.jpg,2,0,1,0
./2/12.jpg,2,0,1,0
./2/120.jpg,2,0,1,0
./2/13.jpg,2,0,1,0
./2/14.jpg,2,0,1,0
./2/15.jpg,2,0,1,0
./2/16.jpg,2,0,1,0
./2/17.jpg,2,0,1,0
./2/18.jpg,2,0,1,0
./2/19.jpg,2,0,1,0
./2/2.jpg,2,0,1,0
./2/20.jpg,2,0,1,0
./2/21.jpg,2,0,1,0
./2/22.jpg,2,0,1,0
./2/23.jpg,2,0,1,0
./2/24.jpg,2,0,1,0
./2/25.jpg,2,0,1,0
./2/26.jpg,2,0,1,0
./2/27.jpg,2,0,1,0
./2/28.jpg,2,0,1,0
./2/29.jpg,2,0,1,0
./2/3.jpg,2,0,1,0
./2/30.jpg,2,0,1,0
./2/31.jpg,2,0,1,0
./2/32.jpg,2,0,1,0
./2/33.jpg,2,0,1,0
./2/34.jpg,2,0,1,0
./2/35.jpg,2,0,1,0
./2/36.jpg,2,0,1,0
./2/37.jpg,2,0,1,0
./2/38.jpg,2,0,1,0
./2/39.jpg,2,0,1,0
./2/4.jpg,2,0,1,0
./2/40.jpg,2,0,1,0
./2/41.jpg,2,0,1,0
./2/42.jpg,2,0,1,0
./2/43.jpg,2,0,1,0
./2/44.jpg,2,0,1,0
./2/45.jpg,2,0,1,0
./2/46.jpg,2,0,1,0
./2/47.jpg,2,0,1,0
./2/48.jpg,2,0,1,0
./2/49.jpg,2,0,1,0
./2/5.jpg,2,0,1,0
./2/50.jpg,2,0,1,0
./2/51.jpg,2,0,1,0
./2/52.jpg,2,0,1,0
./2/53.jpg,2,0,1,0
./2/54.jpg,2,0,1,0
./2/55.jpg,2,0,1,0
./2/56.jpg,2,0,1,0
./2/57.jpg,2,0,1,0
./2/58.jpg,2,0,1,0
./2/59.jpg,2,0,1,0
./2/6.jpg,2,0,1,0
./2/60.jpg,2,0,1,0
./2/61.jpg,2,0,1,0
./2/62.jpg,2,0,1,0
./2/63.jpg,2,0,1,0
./2/64.jpg,2,0,1,0
./2/65.jpg,2,0,1,0
./2/66.jpg,2,0,1,0
./2/67.jpg,2,0,1,0
./2/68.jpg,2,0,1,0
./2/69.jpg,2,0,1,0
./2/7.jpg,2,0,1,0
./2/70.jpg,2,0,1,0
./2/71.jpg,2,0,1,0
./2/72.jpg,2,0,1,0
./2/73.jpg,2,0,1,0
./2/74.jpg,2,0,1,0
./2/75.jpg,2,0,1,0
./2/76.jpg,2,0,1,0
./2/77.jpg,2,0,1,0
./2/78.jpg,2,0,1,0
./2/79.jpg,2,0,1,0
./2/8.jpg,2,0,1,0
./2/80.jpg,2,0,1,0
./2/81.jpg,2,0,1,0
./2/82.jpg,2,0,1,0
./2/83.jpg,2,0,1,0
./2/84.jpg,2,0,1,0
./2/85.jpg,2,0,1,0
./2/86.jpg,2,0,1,0
./2/87.jpg,2,0,1,0
./2/88.jpg,2,0,1,0
./2/89.jpg,2,0,1,0
./2/9.jpg,2,0,1,0
./2/90.jpg,2,0,1,0
./2/91.jpg,2,0,1,0
./2/92.jpg,2,0,1,0
./2/93.jpg,2,0,1,0
./2/94.jpg,2,0,1,0
./2/95.jpg,2,0,1,0
./2/96.jpg,2,0,1,0
./2/97.jpg,2,0,1,0
./2/98.jpg,2,0,1,0
./2/99.jpg,2,0,1,0
./3/1.jpg,3,0,0,1
./3/10.jpg,3,0,0,1
./3/100.jpg,3,0,0,1
./3/101.jpg,3,0,0,1
./3/102.jpg,3,0,0,1
./3/103.jpg,3,0,0,1
./3/104.jpg,3,0,0,1
./3/105.jpg,3,0,0,1
./3/106.jpg,3,0,0,1
./3/107.jpg,3,0,0,1
./3/108.jpg,3,0,0,1
./3/109.jpg,3,0,0,1
./3/11.jpg,3,0,0,1
./3/110.jpg,3,0,0,1
./3/111.jpg,3,0,0,1
./3/112.jpg,3,0,0,1
./3/113.jpg,3,0,0,1
./3/114.jpg,3,0,0,1
./3/115.jpg,3,0,0,1
./3/116.jpg,3,0,0,1
./3/117.jpg,3,0,0,1
./3/118.jpg,3,0,0,1
./3/119.jpg,3,0,0,1
./3/12.jpg,3,0,0,1
./3/120.jpg,3,0,0,1
./3/13.jpg,3,0,0,1
./3/14.jpg,3,0,0,1
./3/15.jpg,3,0,0,1
./3/16.jpg,3,0,0,1
./3/17.jpg,3,0,0,1
./3/18.jpg,3,0,0,1
./3/19.jpg,3,0,0,1
./3/2.jpg,3,0,0,1
./3/20.jpg,3,0,0,1
./3/21.jpg,3,0,0,1
./3/22.jpg,3,0,0,1
./3/23.jpg,3,0,0,1
./3/24.jpg,3,0,0,1
./3/25.jpg,3,0,0,1
./3/26.jpg,3,0,0,1
./3/27.jpg,3,0,0,1
./3/28.jpg,3,0,0,1
./3/29.jpg,3,0,0,1
./3/3.jpg,3,0,0,1
./3/30.jpg,3,0,0,1
./3/31.jpg,3,0,0,1
./3/32.jpg,3,0,0,1
./3/33.jpg,3,0,0,1
./3/34.jpg,3,0,0,1
./3/35.jpg,3,0,0,1
./3/36.jpg,3,0,0,1
./3/37.jpg,3,0,0,1
./3/38.jpg,3,0,0,1
./3/39.jpg,3,0,0,1
./3/4.jpg,3,0,0,1
./3/40.jpg,3,0,0,1
./3/41.jpg,3,0,0,1
./3/42.jpg,3,0,0,1
./3/43.jpg,3,0,0,1
./3/44.jpg,3,0,0,1
./3/45.jpg,3,0,0,1
./3/46.jpg,3,0,0,1
./3/47.jpg,3,0,0,1
./3/48.jpg,3,0,0,1
./3/49.jpg,3,0,0,1
./3/5.jpg,3,0,0,1
./3/50.jpg,3,0,0,1
./3/51.jpg,3,0,0,1
./3/52.jpg,3,0,0,1
./3/53.jpg,3,0,0,1
./3/54.jpg,3,0,0,1
./3/55.jpg,3,0,0,1
./3/56.jpg,3,0,0,1
./3/57.jpg,3,0,0,1
./3/58.jpg,3,0,0,1
./3/59.jpg,3,0,0,1
./3/6.jpg,3,0,0,1
./3/60.jpg,3,0,0,1
./3/61.jpg,3,0,0,1
./3/62.jpg,3,0,0,1
./3/63.jpg,3,0,0,1
./3/64.jpg,3,0,0,1
./3/65.jpg,3,0,0,1
./3/66.jpg,3,0,0,1
./3/67.jpg,3,0,0,1
./3/68.jpg,3,0,0,1
./3/69.jpg,3,0,0,1
./3/7.jpg,3,0,0,1
./3/70.jpg,3,0,0,1
./3/71.jpg,3,0,0,1
./3/72.jpg,3,0,0,1
./3/73.jpg,3,0,0,1
./3/74.jpg,3,0,0,1
./3/75.jpg,3,0,0,1
./3/76.jpg,3,0,0,1
./3/77.jpg,3,0,0,1
./3/78.jpg,3,0,0,1
./3/79.jpg,3,0,0,1
./3/8.jpg,3,0,0,1
./3/80.jpg,3,0,0,1
./3/81.jpg,3,0,0,1
./3/82.jpg,3,0,0,1
./3/83.jpg,3,0,0,1
./3/84.jpg,3,0,0,1
./3/85.jpg,3,0,0,1
./3/86.jpg,3,0,0,1
./3/87.jpg,3,0,0,1
./3/88.jpg,3,0,0,1
./3/89.jpg,3,0,0,1
./3/9.jpg,3,0,0,1
./3/90.jpg,3,0,0,1
./3/91.jpg,3,0,0,1
./3/92.jpg,3,0,0,1
./3/93.jpg,3,0,0,1
./3/94.jpg,3,0,0,1
./3/95.jpg,3,0,0,1
./3/96.jpg,3,0,0,1
./3/97.jpg,3,0,0,1
./3/98.jpg,3,0,0,1
./3/99.jpg,3,0,0,1
